,time,subject,exercise,set_nr,focus,hr,acc_lin_x_lowpass,acc_lin_y_lowpass,acc_lin_z_lowpass,acc_x_lowpass,acc_y_lowpass,acc_z_lowpass,gyro_x_lowpass,gyro_y_lowpass,gyro_z_lowpass,yaw_lowpass,pitch_lowpass,roll_lowpass,set_id
4485,29.7,0,0,3,1,94.15,-0.9002998462811436,-2.2875816492917256,0.6829031369637126,-1.0103100081468983,6.542457034633015,5.730502433498696,-0.4729853208595792,0.3430630785735462,1.7928599380766188,59.86656325808973,2.314704116570676,39.75170381497371,2
4486,29.72,0,0,3,1,94.14,-1.5817489419498618,-2.866109343705138,0.9216855789533466,-1.4457648336090394,5.997431255108676,6.059505559942086,-0.4010184317513154,0.4272204546833004,1.4598653071299543,59.414915246217326,1.3627175534968348,41.00499805581232,2
4487,29.74,0,0,3,1,94.13,-1.9077956926581623,-3.144272127627325,1.1375480443347097,-1.648133570789111,5.696867678673957,6.331973077814931,-0.3153346004263743,0.5026315246401201,1.0795306054448364,59.03863715057884,0.8501953024750946,42.0930782273709,2
4488,29.76,0,0,3,1,94.12,-1.836273729185714,-3.031624656466343,1.2750494667338352,-1.5779191743084309,5.732657967651642,6.489780907005577,-0.2224277176760661,0.5492988366075515,0.691380285814512,58.76103621312311,0.7308839520687727,43.00056296479153,2
4489,29.78,0,0,3,1,94.11,-1.432085579716161,-2.565181674647608,1.300466769143538,-1.280582413406603,6.08704305419196,6.5045000639877815,-0.1298353932245962,0.5554412581627666,0.33520803803163,58.59395654597407,0.9205309976034244,43.71997184772346,2
4490,29.8,0,0,3,1,94.1,-0.8332321690089226,-1.88413391310768,1.2107711071983311,-0.858381754808442,6.651504025509231,6.384327340500797,-0.0445776491961382,0.5203403643439608,0.0409417702588283,58.53606515399574,1.3183122455600598,44.25463263867917,2
4491,29.82,0,0,3,1,94.09,-0.1988944555034418,-1.1676866123466092,1.0292747634584776,-0.4285826174901746,7.27716133529913,6.165446545811062,0.0280045498836068,0.4529256663931575,-0.1769648038327242,58.573750753240766,1.8278841390513527,44.61948332498725,2
4492,29.84,0,0,3,1,94.08,0.3370932323082462,-0.5655083857820808,0.7933087296353281,-0.0870754002803268,7.83221372479719,5.894970790546262,0.0848350040839957,0.367589995475456,-0.3193192389642933,58.68431294428708,2.372109269480338,44.83940844452585,2
4493,29.86,0,0,3,1,94.07,0.6923929314576852,-0.1486126629438242,0.5417296624272498,0.111093612357394,8.243718871844125,5.615183247503599,0.1250747605868849,0.2795382939566511,-0.3973868728440611,58.84055839826827,2.8992319968160207,44.94575050059986,2
4494,29.88,0,0,3,1,94.06,0.8398651801978786,0.1041805411273655,0.3071995998650839,0.1533785530691443,8.51151643082758,5.355222496325094,0.1496073645673168,0.2013008718152075,-0.4262562875961015,59.01573446598856,3.3816842895877297,44.97192662750945,2
